id,name,quarter,sex,year,val,Year Quarter,Start of Quarter
062000000000,PODLASKIE,quarter 1,females,2011,22,2011 Q1,2011-01-01
062000000000,PODLASKIE,quarter 1,females,2012,22,2012 Q1,2012-01-01
062000000000,PODLASKIE,quarter 1,females,2013,23,2013 Q1,2013-01-01
062000000000,PODLASKIE,quarter 1,females,2014,28,2014 Q1,2014-01-01
062000000000,PODLASKIE,quarter 1,females,2015,20,2015 Q1,2015-01-01
062000000000,PODLASKIE,quarter 1,females,2016,18,2016 Q1,2016-01-01
062000000000,PODLASKIE,quarter 1,females,2017,12,2017 Q1,2017-01-01
062000000000,PODLASKIE,quarter 1,females,2018,10,2018 Q1,2018-01-01
062000000000,PODLASKIE,quarter 1,females,2019,6,2019 Q1,2019-01-01
062000000000,PODLASKIE,quarter 1,females,2020,7,2020 Q1,2020-01-01
062000000000,PODLASKIE,quarter 1,females,2021,10,2021 Q1,2021-01-01
062000000000,PODLASKIE,quarter 1,females,2022,0,2022 Q1,2022-01-01
062000000000,PODLASKIE,quarter 1,females,2023,0,2023 Q1,2023-01-01
062000000000,PODLASKIE,quarter 1,females,2024,10,2024 Q1,2024-01-01
062000000000,PODLASKIE,quarter 1,females,2025,0,2025 Q1,2025-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2010,22,2010 Q1,2010-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2011,22,2011 Q1,2011-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2012,22,2012 Q1,2012-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2013,23,2013 Q1,2013-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2014,28,2014 Q1,2014-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2015,20,2015 Q1,2015-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2016,18,2016 Q1,2016-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2017,12,2017 Q1,2017-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2018,10,2018 Q1,2018-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2019,6,2019 Q1,2019-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2020,7,2020 Q1,2020-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2021,10,2021 Q1,2021-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2022,0,2022 Q1,2022-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2023,0,2023 Q1,2023-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2024,10,2024 Q1,2024-01-01
062010000000,REGION PODLASKIE,quarter 1,females,2025,0,2025 Q1,2025-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2010,93,2010 Q1,2010-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2011,82,2011 Q1,2011-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2012,82,2012 Q1,2012-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2013,100,2013 Q1,2013-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2014,116,2014 Q1,2014-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2015,90,2015 Q1,2015-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2016,61,2016 Q1,2016-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2017,66,2017 Q1,2017-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2018,39,2018 Q1,2018-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2019,54,2019 Q1,2019-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2020,44,2020 Q1,2020-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2021,40,2021 Q1,2021-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2022,33,2022 Q1,2022-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2023,23,2023 Q1,2023-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2024,38,2024 Q1,2024-01-01
070000000000,MACROREGION WOJEWÓDZTWO MAZOWIECKIE,quarter 1,females,2025,50,2025 Q1,2025-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2010,93,2010 Q1,2010-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2011,82,2011 Q1,2011-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2012,82,2012 Q1,2012-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2013,100,2013 Q1,2013-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2014,116,2014 Q1,2014-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2015,90,2015 Q1,2015-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2016,61,2016 Q1,2016-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2017,66,2017 Q1,2017-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2018,39,2018 Q1,2018-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2019,54,2019 Q1,2019-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2020,44,2020 Q1,2020-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2021,40,2021 Q1,2021-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2022,33,2022 Q1,2022-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2023,23,2023 Q1,2023-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2024,38,2024 Q1,2024-01-01
071400000000,MAZOWIECKIE,quarter 1,females,2025,50,2025 Q1,2025-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2010,39,2010 Q1,2010-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2011,32,2011 Q1,2011-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2012,31,2012 Q1,2012-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2013,43,2013 Q1,2013-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2014,54,2014 Q1,2014-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2015,46,2015 Q1,2015-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2016,28,2016 Q1,2016-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2017,25,2017 Q1,2017-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2018,10,2018 Q1,2018-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2019,22,2019 Q1,2019-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2020,20,2020 Q1,2020-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2021,17,2021 Q1,2021-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2022,16,2022 Q1,2022-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2023,15,2023 Q1,2023-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2024,19,2024 Q1,2024-01-01
071410000000,REGION WARSZAWSKI STOŁECZNY,quarter 1,females,2025,28,2025 Q1,2025-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2010,54,2010 Q1,2010-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2011,51,2011 Q1,2011-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2012,51,2012 Q1,2012-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2013,57,2013 Q1,2013-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2014,62,2014 Q1,2014-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2015,44,2015 Q1,2015-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2016,33,2016 Q1,2016-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2017,41,2017 Q1,2017-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2018,29,2018 Q1,2018-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2019,33,2019 Q1,2019-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2020,24,2020 Q1,2020-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2021,23,2021 Q1,2021-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2022,17,2022 Q1,2022-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2023,0,2023 Q1,2023-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2024,19,2024 Q1,2024-01-01
071420000000,REGION MAZOWIECKI REGIONALNY,quarter 1,females,2025,22,2025 Q1,2025-01-01
000000000000,POLAND,quarter 2,males,2010,874,2010 Q2,2010-04-01
000000000000,POLAND,quarter 2,males,2011,851,2011 Q2,2011-04-01
000000000000,POLAND,quarter 2,males,2012,880,2012 Q2,2012-04-01
000000000000,POLAND,quarter 2,males,2013,941,2013 Q2,2013-04-01
000000000000,POLAND,quarter 2,males,2014,832,2014 Q2,2014-04-01
000000000000,POLAND,quarter 2,males,2015,698,2015 Q2,2015-04-01
000000000000,POLAND,quarter 2,males,2016,598,2016 Q2,2016-04-01
000000000000,POLAND,quarter 2,males,2017,493,2017 Q2,2017-04-01
000000000000,POLAND,quarter 2,males,2018,350,2018 Q2,2018-04-01
000000000000,POLAND,quarter 2,males,2019,300,2019 Q2,2019-04-01
000000000000,POLAND,quarter 2,males,2020,307,2020 Q2,2020-04-01
000000000000,POLAND,quarter 2,males,2021,346,2021 Q2,2021-04-01
000000000000,POLAND,quarter 2,males,2022,221,2022 Q2,2022-04-01
000000000000,POLAND,quarter 2,males,2023,236,2023 Q2,2023-04-01
000000000000,POLAND,quarter 2,males,2024,255,2024 Q2,2024-04-01
000000000000,POLAND,quarter 2,males,2025,250,2025 Q2,2025-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2010,148,2010 Q2,2010-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2011,154,2011 Q2,2011-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2012,166,2012 Q2,2012-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2013,191,2013 Q2,2013-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2014,164,2014 Q2,2014-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2015,120,2015 Q2,2015-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2016,100,2016 Q2,2016-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2017,80,2017 Q2,2017-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2018,61,2018 Q2,2018-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2019,43,2019 Q2,2019-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2020,40,2020 Q2,2020-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2021,65,2021 Q2,2021-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2022,35,2022 Q2,2022-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2023,46,2023 Q2,2023-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2024,45,2024 Q2,2024-04-01
010000000000,MACROREGION POŁUDNIOWY,quarter 2,males,2025,41,2025 Q2,2025-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2010,65,2010 Q2,2010-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2011,59,2011 Q2,2011-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2012,73,2012 Q2,2012-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2013,92,2013 Q2,2013-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2014,75,2014 Q2,2014-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2015,49,2015 Q2,2015-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2016,36,2016 Q2,2016-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2017,32,2017 Q2,2017-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2018,22,2018 Q2,2018-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2019,24,2019 Q2,2019-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2020,18,2020 Q2,2020-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2021,27,2021 Q2,2021-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2022,12,2022 Q2,2022-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2023,15,2023 Q2,2023-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2024,23,2024 Q2,2024-04-01
011200000000,MAŁOPOLSKIE,quarter 2,males,2025,16,2025 Q2,2025-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2010,65,2010 Q2,2010-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2011,59,2011 Q2,2011-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2012,73,2012 Q2,2012-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2013,92,2013 Q2,2013-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2014,75,2014 Q2,2014-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2015,49,2015 Q2,2015-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2016,36,2016 Q2,2016-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2017,32,2017 Q2,2017-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2018,22,2018 Q2,2018-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2019,24,2019 Q2,2019-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2020,18,2020 Q2,2020-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2021,27,2021 Q2,2021-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2022,12,2022 Q2,2022-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2023,15,2023 Q2,2023-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2024,23,2024 Q2,2024-04-01
011210000000,REGION MAŁOPOLSKIE,quarter 2,males,2025,16,2025 Q2,2025-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2010,83,2010 Q2,2010-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2011,95,2011 Q2,2011-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2012,93,2012 Q2,2012-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2013,99,2013 Q2,2013-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2014,89,2014 Q2,2014-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2015,71,2015 Q2,2015-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2016,64,2016 Q2,2016-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2017,48,2017 Q2,2017-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2018,39,2018 Q2,2018-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2019,18,2019 Q2,2019-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2020,21,2020 Q2,2020-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2021,37,2021 Q2,2021-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2022,23,2022 Q2,2022-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2023,31,2023 Q2,2023-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2024,23,2024 Q2,2024-04-01
012400000000,ŚLĄSKIE,quarter 2,males,2025,24,2025 Q2,2025-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2010,83,2010 Q2,2010-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2011,95,2011 Q2,2011-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2012,93,2012 Q2,2012-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2013,99,2013 Q2,2013-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2014,89,2014 Q2,2014-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2015,71,2015 Q2,2015-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2016,64,2016 Q2,2016-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2017,48,2017 Q2,2017-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2018,39,2018 Q2,2018-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2019,18,2019 Q2,2019-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2020,21,2020 Q2,2020-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2021,37,2021 Q2,2021-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2022,23,2022 Q2,2022-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2023,31,2023 Q2,2023-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2024,23,2024 Q2,2024-04-01
012410000000,REGION ŚLĄSKIE,quarter 2,males,2025,24,2025 Q2,2025-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2010,137,2010 Q2,2010-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2011,124,2011 Q2,2011-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2012,117,2012 Q2,2012-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2013,115,2013 Q2,2013-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2014,105,2014 Q2,2014-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2015,77,2015 Q2,2015-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2016,77,2016 Q2,2016-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2017,51,2017 Q2,2017-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2018,33,2018 Q2,2018-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2019,47,2019 Q2,2019-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2020,34,2020 Q2,2020-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2021,38,2021 Q2,2021-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2022,27,2022 Q2,2022-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2023,29,2023 Q2,2023-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2024,31,2024 Q2,2024-04-01
020000000000,MACROREGION PÓŁNOCNO-ZACHODNI,quarter 2,males,2025,26,2025 Q2,2025-04-01
020800000000,LUBUSKIE,quarter 2,males,2010,29,2010 Q2,2010-04-01
020800000000,LUBUSKIE,quarter 2,males,2011,20,2011 Q2,2011-04-01
020800000000,LUBUSKIE,quarter 2,males,2012,19,2012 Q2,2012-04-01
020800000000,LUBUSKIE,quarter 2,males,2013,21,2013 Q2,2013-04-01
020800000000,LUBUSKIE,quarter 2,males,2014,21,2014 Q2,2014-04-01
020800000000,LUBUSKIE,quarter 2,males,2015,15,2015 Q2,2015-04-01
020800000000,LUBUSKIE,quarter 2,males,2016,10,2016 Q2,2016-04-01
020800000000,LUBUSKIE,quarter 2,males,2017,9,2017 Q2,2017-04-01
020800000000,LUBUSKIE,quarter 2,males,2018,9,2018 Q2,2018-04-01
020800000000,LUBUSKIE,quarter 2,males,2019,6,2019 Q2,2019-04-01
020800000000,LUBUSKIE,quarter 2,males,2020,6,2020 Q2,2020-04-01
020800000000,LUBUSKIE,quarter 2,males,2021,0,2021 Q2,2021-04-01
020800000000,LUBUSKIE,quarter 2,males,2022,0,2022 Q2,2022-04-01
020800000000,LUBUSKIE,quarter 2,males,2023,0,2023 Q2,2023-04-01
020800000000,LUBUSKIE,quarter 2,males,2024,0,2024 Q2,2024-04-01
020800000000,LUBUSKIE,quarter 2,males,2025,0,2025 Q2,2025-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2010,29,2010 Q2,2010-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2011,20,2011 Q2,2011-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2012,19,2012 Q2,2012-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2013,21,2013 Q2,2013-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2014,21,2014 Q2,2014-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2015,15,2015 Q2,2015-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2016,10,2016 Q2,2016-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2017,9,2017 Q2,2017-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2018,9,2018 Q2,2018-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2019,6,2019 Q2,2019-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2020,6,2020 Q2,2020-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2021,0,2021 Q2,2021-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2022,0,2022 Q2,2022-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2023,0,2023 Q2,2023-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2024,0,2024 Q2,2024-04-01
020810000000,REGION LUBUSKIE,quarter 2,males,2025,0,2025 Q2,2025-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2010,59,2010 Q2,2010-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2011,64,2011 Q2,2011-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2012,60,2012 Q2,2012-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2013,60,2013 Q2,2013-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2014,53,2014 Q2,2014-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2015,42,2015 Q2,2015-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2016,39,2016 Q2,2016-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2017,18,2017 Q2,2017-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2018,12,2018 Q2,2018-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2019,27,2019 Q2,2019-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2020,16,2020 Q2,2020-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2021,15,2021 Q2,2021-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2022,20,2022 Q2,2022-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2023,16,2023 Q2,2023-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2024,19,2024 Q2,2024-04-01
023000000000,WIELKOPOLSKIE,quarter 2,males,2025,17,2025 Q2,2025-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2010,59,2010 Q2,2010-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2011,64,2011 Q2,2011-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2012,60,2012 Q2,2012-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2013,60,2013 Q2,2013-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2014,53,2014 Q2,2014-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2015,42,2015 Q2,2015-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2016,39,2016 Q2,2016-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2017,18,2017 Q2,2017-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2018,12,2018 Q2,2018-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2019,27,2019 Q2,2019-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2020,16,2020 Q2,2020-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2021,15,2021 Q2,2021-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2022,20,2022 Q2,2022-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2023,16,2023 Q2,2023-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2024,19,2024 Q2,2024-04-01
023010000000,REGION WIELKOPOLSKIE,quarter 2,males,2025,17,2025 Q2,2025-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2010,48,2010 Q2,2010-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2011,40,2011 Q2,2011-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2012,38,2012 Q2,2012-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2013,34,2013 Q2,2013-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2014,31,2014 Q2,2014-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2015,21,2015 Q2,2015-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2016,28,2016 Q2,2016-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2017,23,2017 Q2,2017-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2018,13,2018 Q2,2018-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2019,14,2019 Q2,2019-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2020,12,2020 Q2,2020-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2021,15,2021 Q2,2021-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2022,0,2022 Q2,2022-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2023,10,2023 Q2,2023-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2024,0,2024 Q2,2024-04-01
023200000000,ZACHODNIOPOMORSKIE,quarter 2,males,2025,0,2025 Q2,2025-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2010,48,2010 Q2,2010-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2011,40,2011 Q2,2011-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2012,38,2012 Q2,2012-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2013,34,2013 Q2,2013-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2014,31,2014 Q2,2014-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2015,21,2015 Q2,2015-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2016,28,2016 Q2,2016-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2017,23,2017 Q2,2017-04-01
023210000000,REGION ZACHODNIOPOMORSKIE,quarter 2,males,2018,13,2018 Q2,2018-04-01
