id,name,varId,val,year-month
042800000000,WARMIŃSKO-MAZURSKIE,461682,9.2,2022-03
042800000000,WARMIŃSKO-MAZURSKIE,461682,9.0,2023-03
042800000000,WARMIŃSKO-MAZURSKIE,461682,8.6,2024-03
042800000000,WARMIŃSKO-MAZURSKIE,461682,8.7,2025-03
011200000000,MAŁOPOLSKIE,461683,10.7,2011-04
011200000000,MAŁOPOLSKIE,461683,11.0,2012-04
011200000000,MAŁOPOLSKIE,461683,12.1,2013-04
011200000000,MAŁOPOLSKIE,461683,11.2,2014-04
011200000000,MAŁOPOLSKIE,461683,9.4,2015-04
011200000000,MAŁOPOLSKIE,461683,8.0,2016-04
011200000000,MAŁOPOLSKIE,461683,6.1,2017-04
011200000000,MAŁOPOLSKIE,461683,5.1,2018-04
011200000000,MAŁOPOLSKIE,461683,4.5,2019-04
011200000000,MAŁOPOLSKIE,461683,4.7,2020-04
011200000000,MAŁOPOLSKIE,461683,5.4,2021-04
011200000000,MAŁOPOLSKIE,461683,4.8,2022-04
011200000000,MAŁOPOLSKIE,461683,4.5,2023-04
